Invoice Number,CU Serial Number,CU Invoice Number,Amount,Date-time
934115,KRAMW019202207043466,0190434660000012568,1777.83,2023-01-19 14:34:49
934113,KRAMW019202207043466,0190434660000012567,1882.88,2023-01-19 14:31:40
934112,KRAMW019202207043466,0190434660000012566,2754.49,2023-01-19 14:29:16
934111,KRAMW019202207043466,0190434660000012565,2501.1,2023-01-19 14:27:49
934110,KRAMW019202206040751,0190407510000012566,1322.4,2023-01-19 14:26:49
934109,KRAMW019202207043466,0190434660000012564,2013.98,2023-01-19 14:26:07
934108,KRAMW019202206040751,0190407510000012565,936.15,2023-01-19 14:25:21
934107,KRAMW019202207043466,0190434660000012563,5475.58,2023-01-19 14:24:33
934106,KRAMW019202206040751,0190407510000012563,4120.21,2023-01-19 14:19:59
934105,KRAMW019202207043466,0190434660000012561,26174.52,2023-01-19 14:19:30
934104,KRAMW019202207043466,0190434660000012557,5714.98,2023-01-19 14:02:30
934102,KRAMW019202207043466,0190434660000012556,2443.36,2023-01-19 14:01:02
934101,KRAMW019202206040751,0190407510000012556,6614.74,2023-01-19 13:59:18
934099,KRAMW019202207043466,0190434660000012554,2199.26,2023-01-19 13:52:28
934098,KRAMW019202206040751,0190407510000012554,6527,2023-01-19 13:51:31
934096,KRAMW019202207043466,0190434660000012552,1617.84,2023-01-19 13:48:20
934095,KRAMW019202207043466,0190434660000012551,11924.7,2023-01-19 13:46:12
934094,KRAMW019202206040751,0190407510000012551,6179.72,2023-01-19 13:44:21
934093,KRAMW019202206040751,0190407510000012550,1980.75,2023-01-19 13:43:26
934091,KRAMW019202206040751,0190407510000012549,540,2023-01-19 13:41:49
934090,KRAMW019202207043466,0190434660000012547,2841.45,2023-01-19 13:41:07
934089,KRAMW019202206040751,0190407510000012548,5040.88,2023-01-19 13:39:29
934088,KRAMW019202206040751,0190407510000012547,1637.1,2023-01-19 13:37:13
934086,KRAMW019202207043466,0190434660000012545,3705.43,2023-01-19 13:36:16
934083,KRAMW019202206040751,0190407510000012545,2620.78,2023-01-19 13:35:03
934081,KRAMW019202206040751,0190407510000012544,1150.84,2023-01-19 13:33:54
934080,KRAMW019202207043466,0190434660000012542,3534.42,2023-01-19 13:32:35
934079,KRAMW019202206040751,0190407510000012543,5787.01,2023-01-19 13:29:31
934078,KRAMW019202207043466,0190434660000012541,1832.53,2023-01-19 13:25:47
934076,KRAMW019202207043466,0190434660000012540,2781.9,2023-01-19 13:21:20
934075,KRAMW019202206040751,0190407510000012541,3970.26,2023-01-19 13:20:04
934074,KRAMW019202207043466,0190434660000012539,6398.15,2023-01-19 13:18:44
934073,KRAMW019202206040751,0190407510000012540,1867.35,2023-01-19 13:14:24
934072,KRAMW019202207043466,0190434660000012538,1928.45,2023-01-19 13:13:33
934071,KRAMW019202206040751,0190407510000012539,1272.04,2023-01-19 13:12:20
934063,KRAMW019202206040751,0190407510000012533,885.4,2023-01-19 12:18:42
934061,KRAMW019202206040751,0190407510000012532,20147.37,2023-01-19 12:15:17
934060,KRAMW019202207043466,0190434660000012529,1290.31,2023-01-19 12:12:16
934059,KRAMW019202206040751,0190407510000012531,21210.58,2023-01-19 12:11:38
934058,KRAMW019202206040751,0190407510000012530,1381.48,2023-01-19 12:06:33
934057,KRAMW019202207043466,0190434660000012527,885.4,2023-01-19 12:05:11
934055,KRAMW019202206040751,0190407510000012528,11499.66,2023-01-19 12:02:52
934054,KRAMW019202206040751,0190407510000012527,684.01,2023-01-19 12:01:10
934053,KRAMW019202207043466,0190434660000012524,1366.21,2023-01-19 12:00:22
934052,KRAMW019202207043466,0190434660000012523,1882.89,2023-01-19 11:59:22
934050,KRAMW019202206040751,0190407510000012525,1971.89,2023-01-19 11:57:57
934049,KRAMW019202206040751,0190407510000012524,13438.26,2023-01-19 11:56:24
934048,KRAMW019202207043466,0190434660000012521,2025.42,2023-01-19 11:52:58
934046,KRAMW019202207043466,0190434660000012520,1272.04,2023-01-19 11:51:20
934045,KRAMW019202206040751,0190407510000012522,2408.35,2023-01-19 11:50:12
934042,KRAMW019202207043466,0190434660000012518,11499.66,2023-01-19 11:48:18
934039,KRAMW019202206040751,0190407510000012519,8539.24,2023-01-19 11:46:26
934037,KRAMW019202206040751,0190407510000012518,270,2023-01-19 11:44:34
934036,KRAMW019202207043466,0190434660000012515,1746.11,2023-01-19 11:43:14
934034,KRAMW019202207043466,0190434660000012514,2835.42,2023-01-19 11:40:58
934031,KRAMW019202206040751,0190407510000012515,6510.26,2023-01-19 11:31:17
934027,KRAMW019202206040751,0190407510000012513,43676.59,2023-01-19 11:24:17
934026,KRAMW019202207043466,0190434660000012510,7172.45,2023-01-19 11:21:45
934025,KRAMW019202206040751,0190407510000012512,2919.42,2023-01-19 11:20:16
934023,KRAMW019202206040751,0190407510000012511,3084.66,2023-01-19 11:19:05
934021,KRAMW019202206040751,0190407510000012510,540,2023-01-19 11:17:47
934020,KRAMW019202207043466,0190434660000012507,21496.01,2023-01-19 11:16:59
934019,KRAMW019202206040751,0190407510000012509,2587.29,2023-01-19 11:15:13
934014,KRAMW019202207043466,0190434660000012504,4170.24,2023-01-19 11:11:16
934012,KRAMW019202207043466,0190434660000012503,6703.43,2023-01-19 11:10:28
934011,KRAMW019202206040751,0190407510000012505,1080,2023-01-19 11:09:28
934003,KRAMW019202206040751,0190407510000012501,1701.89,2023-01-19 11:03:20
934001,KRAMW019202206040751,0190407510000012500,2199.26,2023-01-19 11:00:41
933999,KRAMW019202206040751,0190407510000012499,1206.15,2023-01-19 10:59:48
933997,KRAMW019202206040751,0190407510000012498,1701.89,2023-01-19 10:58:36
933996,KRAMW019202207043466,0190434660000012495,540,2023-01-19 10:57:45
933994,KRAMW019202207043466,0190434660000012494,4335.11,2023-01-19 10:55:24
933993,KRAMW019202206040751,0190407510000012496,11004.28,2023-01-19 10:54:16
933991,KRAMW019202206040751,0190407510000012495,2233.28,2023-01-19 10:52:15
933989,KRAMW019202206040751,0190407510000012493,1092.59,2023-01-19 10:50:42
933987,KRAMW019202206040751,0190407510000012492,775.79,2023-01-19 10:48:45
933985,KRAMW019202206040751,0190407510000012491,8241.6,2023-01-19 10:47:49
933982,KRAMW019202207043466,0190434660000012489,15943.04,2023-01-19 10:45:44
933978,KRAMW019202206040751,0190407510000012488,1746.16,2023-01-19 10:42:33
933976,KRAMW019202206040751,0190407510000012487,610.84,2023-01-19 10:41:11
933975,KRAMW019202207043466,0190434660000012486,2656.49,2023-01-19 10:39:51
933974,KRAMW019202207043466,0190434660000012485,7172.26,2023-01-19 10:38:31
933973,KRAMW019202206040751,0190407510000012485,4543.87,2023-01-19 10:37:08
933972,KRAMW019202207043466,0190434660000012484,11499.66,2023-01-19 10:34:38
933971,KRAMW019202206040751,0190407510000012484,792.3,2023-01-19 10:33:03
933969,KRAMW019202206040751,0190407510000012483,5703.62,2023-01-19 10:31:53
933967,KRAMW019202206040751,0190407510000012482,666.15,2023-01-19 10:30:20
933966,KRAMW019202207043466,0190434660000012481,1166.99,2023-01-19 10:29:30
933964,KRAMW019202207043466,0190434660000012480,2498.11,2023-01-19 10:28:30
933960,KRAMW019202206040751,0190407510000012478,4488.05,2023-01-19 10:26:18
933959,KRAMW019202207043466,0190434660000012477,8140.8,2023-01-19 10:23:56
933958,KRAMW019202206040751,0190407510000012477,5311.24,2023-01-19 10:22:14
933957,KRAMW019202207043466,0190434660000012476,3423,2023-01-19 10:21:09
933955,KRAMW019202207043466,0190434660000012475,1863.03,2023-01-19 10:19:18
933954,KRAMW019202206040751,0190407510000012475,1777.83,2023-01-19 10:17:57
933953,KRAMW019202206040751,0190407510000012474,2183.29,2023-01-19 10:15:11
933952,KRAMW019202207043466,0190434660000012472,3416.17,2023-01-19 10:13:37
933951,KRAMW019202206040751,0190407510000012473,4955.02,2023-01-19 10:12:14
933950,KRAMW019202207043466,0190434660000012470,1997.52,2023-01-19 10:10:20
933949,KRAMW019202206040751,0190407510000012472,3502.25,2023-01-19 10:09:32
933947,KRAMW019202206040751,0190407510000012471,684.01,2023-01-19 10:08:32
933945,KRAMW019202206040751,0190407510000012470,2049.31,2023-01-19 10:07:37
933944,KRAMW019202207043466,0190434660000012467,1350.01,2023-01-19 10:06:25
933890,KRAMW019202206040751,0190407510000012438,414958.6,2023-01-18 15:23:22
933882,KRAMW019202206040751,0190407510000012434,157393.8,2023-01-18 15:10:05
933870,KRAMW019202206040751,0190407510000012428,48220.27,2023-01-18 14:47:56
933869,KRAMW019202206040751,0190407510000012427,120424.4,2023-01-18 14:42:52
933868,KRAMW019202207043466,0190434660000012422,91566.51,2023-01-18 14:37:34
933867,KRAMW019202206040751,0190407510000012423,43792.98,2023-01-18 14:34:43
933865,KRAMW019202207043466,0190434660000012418,47259.5,2023-01-18 14:30:46
933864,KRAMW019202207043466,0190434660000012416,60011.69,2023-01-18 14:25:12
933863,KRAMW019202206040751,0190407510000012416,174929.8,2023-01-18 14:17:44
933861,KRAMW019202207043466,0190434660000012411,79220.95,2023-01-18 14:09:24
933860,KRAMW019202207043466,0190434660000012410,140707.9,2023-01-18 14:04:47
933859,KRAMW019202207043466,0190434660000012409,93418.11,2023-01-18 13:59:05
933857,KRAMW019202206040751,0190407510000012408,53502.91,2023-01-18 13:53:15
933830,KRAMW019202206040751,0190407510000012387,7417.99,2023-01-18 11:01:35
933795,KRAMW019202206040751,0190407510000012358,220746.8,2023-01-17 16:35:07
933793,KRAMW019202207043466,0190434660000012356,99724.69,2023-01-17 16:29:16
933791,KRAMW019202206040751,0190407510000012354,158179,2023-01-17 16:23:28
933788,KRAMW019202207043466,0190434660000012352,112560.4,2023-01-17 16:15:37
933780,KRAMW019202207043466,0190434660000012346,68205.47,2023-01-17 15:36:20
933775,KRAMW019202206040751,0190407510000012343,143084.3,2023-01-17 15:28:25
933771,KRAMW019202206040751,0190407510000012341,173677,2023-01-17 15:24:36
933769,KRAMW019202206040751,0190407510000012340,55309.78,2023-01-17 15:14:25
933768,KRAMW019202207043466,0190434660000012340,125899.3,2023-01-17 15:10:19
933758,KRAMW019202207043466,0190434660000012335,43558.4,2023-01-17 14:55:03
933754,KRAMW019202207043466,0190434660000012332,15296.1,2023-01-17 14:48:13
933751,KRAMW019202206040751,0190407510000012331,75717.49,2023-01-17 14:41:35
933749,KRAMW019202206040751,0190407510000012329,86449.77,2023-01-17 14:35:26
933748,KRAMW019202207043466,0190434660000012325,540,2023-01-17 14:25:37
933747,KRAMW019202207043466,0190434660000012324,2207.68,2023-01-17 14:24:52
933746,KRAMW019202206040751,0190407510000012318,4089.59,2023-01-17 14:24:05
933745,KRAMW019202207043466,0190434660000012323,15872.74,2023-01-17 14:23:18
933743,KRAMW019202207043466,0190434660000012321,81354.22,2023-01-17 14:20:44
933741,KRAMW019202206040751,0190407510000012312,270,2023-01-17 14:16:57
933739,KRAMW019202207043466,0190434660000012316,11499.66,2023-01-17 14:15:55
933738,KRAMW019202207043466,0190434660000012315,2241.89,2023-01-17 14:14:47
933737,KRAMW019202206040751,0190407510000012308,18263.25,2023-01-17 14:12:50
933734,KRAMW019202206040751,0190407510000012305,1080,2023-01-17 14:11:16
933733,KRAMW019202207043466,0190434660000012309,54052.25,2023-01-17 14:08:55
933732,KRAMW019202206040751,0190407510000012301,11499.66,2023-01-17 14:06:51
933731,KRAMW019202207043466,0190434660000012307,1701.89,2023-01-17 14:01:06
933729,KRAMW019202207043466,0190434660000012304,1391.19,2023-01-17 13:58:43
933728,KRAMW019202207043466,0190434660000012303,2890.34,2023-01-17 13:57:06
933727,KRAMW019202207043466,0190434660000012302,6129.32,2023-01-17 13:51:03
933726,KRAMW019202207043466,0190434660000012301,19516.01,2023-01-17 13:49:28
933725,KRAMW019202206040751,0190407510000012292,11633.66,2023-01-17 13:47:08
933723,KRAMW019202206040751,0190407510000012290,2288.69,2023-01-17 13:44:01
933721,KRAMW019202206040751,0190407510000012289,3663.57,2023-01-17 13:43:15
933720,KRAMW019202207043466,0190434660000012295,4077.32,2023-01-17 13:41:54
933719,KRAMW019202206040751,0190407510000012288,4439.99,2023-01-17 13:40:24
933718,KRAMW019202206040751,0190407510000012287,6241.17,2023-01-17 13:38:27
933717,KRAMW019202207043466,0190434660000012292,2314.27,2023-01-17 13:36:52
933716,KRAMW019202206040751,0190407510000012285,5653.49,2023-01-17 13:29:59
933714,KRAMW019202206040751,0190407510000012284,1779.3,2023-01-17 13:28:40
933713,KRAMW019202207043466,0190434660000012288,3130.2,2023-01-17 13:27:22
933691,KRAMW019202207043466,0190434660000012276,1092.59,2023-01-17 12:00:19
933689,KRAMW019202207043466,0190434660000012275,45182.63,2023-01-17 11:58:58
933662,KRAMW019202206040751,0190407510000012265,2207.68,2023-01-17 11:57:31
933686,KRAMW019202207043466,0190434660000012272,2662,2023-01-17 11:56:06
933680,KRAMW019202207043466,0190434660000012267,540,2023-01-17 11:50:09
933679,KRAMW019202206040751,0190407510000012258,19516.01,2023-01-17 11:46:33
933677,KRAMW019202206040751,0190407510000012256,44378.52,2023-01-17 11:43:43
933675,KRAMW019202206040751,0190407510000012255,2207.68,2023-01-17 11:39:44
933674,KRAMW019202207043466,0190434660000012261,1962.15,2023-01-17 11:38:46
933672,KRAMW019202207043466,0190434660000012260,1116.63,2023-01-17 11:37:49
933668,KRAMW019202207043466,0190434660000012258,22637.21,2023-01-17 11:32:46
933667,KRAMW019202206040751,0190407510000012250,7368.97,2023-01-17 11:31:16
933665,KRAMW019202206040751,0190407510000012249,1092.59,2023-01-17 11:30:04
933663,KRAMW019202206040751,0190407510000012248,8612.69,2023-01-17 11:28:41
933661,KRAMW019202207043466,0190434660000012253,28114.51,2023-01-17 11:24:18
933659,KRAMW019202207043466,0190434660000012247,1701.89,2023-01-17 11:11:31
933657,KRAMW019202207043466,0190434660000012245,1350.01,2023-01-17 11:07:12
933654,KRAMW019202207043466,0190434660000012241,5144.12,2023-01-17 11:04:01
933652,KRAMW019202207043466,0190434660000012240,29972.79,2023-01-17 11:03:13
933649,KRAMW019202206040751,0190407510000012239,14987.86,2023-01-17 10:57:38
933648,KRAMW019202207043466,0190434660000012235,9497.42,2023-01-17 10:51:55
933647,KRAMW019202206040751,0190407510000012235,18722.37,2023-01-17 10:49:34
933646,KRAMW019202207043466,0190434660000012233,2207.68,2023-01-17 10:48:11
933645,KRAMW019202206040751,0190407510000012233,31687.95,2023-01-17 10:43:22
933644,KRAMW019202206040751,0190407510000012232,3949.83,2023-01-17 10:40:19
933637,KRAMW019202207043466,0190434660000012222,505.79,2023-01-17 10:29:35
933635,KRAMW019202207043466,0190434660000012221,13008.73,2023-01-17 10:28:25
933630,KRAMW019202206040751,0190407510000012222,41088.6,2023-01-17 10:20:13
933628,KRAMW019202206040751,0190407510000012220,6481.14,2023-01-17 10:19:17
933626,KRAMW019202206040751,0190407510000012219,5040.01,2023-01-17 10:18:11
933625,KRAMW019202206040751,0190407510000012218,23417.36,2023-01-17 10:17:15
933622,KRAMW019202207043466,0190434660000012213,142026.5,2023-01-17 10:15:06
933619,KRAMW019202206040751,0190407510000012213,2037.6,2023-01-17 10:12:34
933618,KRAMW019202206040751,0190407510000012212,945.01,2023-01-17 10:09:42
933617,KRAMW019202207043466,0190434660000012208,2417.21,2023-01-17 10:08:26
933614,KRAMW019202207043466,0190434660000012206,102492.1,2023-01-17 10:02:38
933611,KRAMW019202206040751,0190407510000012207,10907.9,2023-01-17 09:57:58
933609,KRAMW019202206040751,0190407510000012206,9282.96,2023-01-17 09:56:33
933608,KRAMW019202207043466,0190434660000012203,1302.45,2023-01-17 09:55:21
933606,KRAMW019202207043466,0190434660000012202,1302.45,2023-01-17 09:54:47
933605,KRAMW019202206040751,0190407510000012204,33847.78,2023-01-17 09:53:50
933092,KRAMW019202207043466,0190434660000012201,2414.99,2023-01-16 09:52:13
933604,KRAMW019202206040751,0190407510000012203,1832.53,2023-01-17 09:50:52
933602,KRAMW019202206040751,0190407510000012202,7484.26,2023-01-17 09:50:01
933597,KRAMW019202207043466,0190434660000012197,2801.83,2023-01-17 09:36:03
933596,KRAMW019202206040751,0190407510000012199,5787,2023-01-17 09:35:03
933595,KRAMW019202207043466,0190434660000012196,1116.63,2023-01-17 09:33:47
933594,KRAMW019202206040751,0190407510000012198,129709.1,2023-01-17 09:32:57
933593,KRAMW019202207043466,0190434660000012195,47531.93,2023-01-17 09:32:08
933592,KRAMW019202206040751,0190407510000012197,50859.75,2023-01-17 09:31:19
933591,KRAMW019202207043466,0190434660000012194,127643,2023-01-17 09:29:48
933590,KRAMW019202206040751,0190407510000012196,20069.35,2023-01-17 09:27:14
933589,KRAMW019202207043466,0190434660000012193,2549.44,2023-01-17 09:26:21
933587,KRAMW019202207043466,0190434660000012192,4348.79,2023-01-17 09:24:41
933586,KRAMW019202206040751,0190407510000012194,3599.74,2023-01-17 09:23:33
933585,KRAMW019202207043466,0190434660000012191,47737.75,2023-01-17 09:22:40
933583,KRAMW019202207043466,0190434660000012190,92462.12,2023-01-17 09:18:50
933582,KRAMW019202207043466,0190434660000012189,1727.47,2023-01-17 09:16:18
933581,KRAMW019202206040751,0190407510000012191,6144.58,2023-01-17 09:15:28
933580,KRAMW019202207043466,0190434660000012188,31687.95,2023-01-17 09:14:40
933578,KRAMW019202207043466,0190434660000012187,9724.75,2023-01-17 09:13:59
933576,KRAMW019202206040751,0190407510000012188,1938.6,2023-01-17 09:12:37
933575,KRAMW019202207043466,0190434660000012185,1425.73,2023-01-17 09:11:48
933573,KRAMW019202207043466,0190434660000012184,4567.49,2023-01-17 09:10:52
933572,KRAMW019202207043466,0190434660000012183,6512.24,2023-01-17 09:09:51
933570,KRAMW019202207043466,0190434660000012182,505.79,2023-01-17 09:07:06
933568,KRAMW019202207043466,0190434660000012181,2443.38,2023-01-17 09:06:36
933567,KRAMW019202206040751,0190407510000012183,6468.9,2023-01-17 09:05:36
933566,KRAMW019202207043466,0190434660000012180,1206.88,2023-01-17 09:03:07
933564,KRAMW019202207043466,0190434660000012178,2591.73,2023-01-17 08:59:59
933562,KRAMW019202207043466,0190434660000012177,1701.89,2023-01-17 08:58:50
933559,KRAMW019202206040751,0190407510000012178,9416.49,2023-01-17 08:51:10
933558,KRAMW019202206040751,0190407510000012177,2185.19,2023-01-17 08:49:38
933555,KRAMW019202206040751,0190407510000012174,154800.3,2023-01-17 08:40:12
933552,KRAMW019202206040751,0190407510000012173,57136.47,2023-01-17 08:32:17
933550,KRAMW019202207043466,0190434660000012169,158154.7,2023-01-17 08:30:49
933544,KRAMW019202207043466,0190434660000012166,170749.2,2023-01-17 08:22:52
933541,KRAMW019202206040751,0190407510000012167,1368.03,2023-01-17 08:17:11
933540,KRAMW019202207043466,0190434660000012164,31687.95,2023-01-17 08:14:11
933539,KRAMW019202206040751,0190407510000012166,31687.95,2023-01-17 08:11:00
933356,KRAMW019202207043466,0190434660000012162,4901.39,2023-01-16 07:57:46
933290,KRAMW019202206040751,0190407510000012165,2700.02,2023-01-16 07:56:45
933538,KRAMW019202207043466,0190434660000012161,411271.6,2023-01-17 07:55:34
933535,KRAMW019202206040751,0190407510000012163,79219.88,2023-01-17 07:30:28
933534,KRAMW019202207043466,0190434660000012159,4936.63,2023-01-17 07:26:58
933526,KRAMW019202206040751,0190407510000012152,1668.19,2023-01-16 16:45:22
933525,KRAMW019202207043466,0190434660000012149,1491.68,2023-01-16 16:44:24
933524,KRAMW019202206040751,0190407510000012151,7854.59,2023-01-16 16:43:34
933523,KRAMW019202207043466,0190434660000012148,1011.59,2023-01-16 16:41:57
933522,KRAMW019202206040751,0190407510000012150,2033.25,2023-01-16 16:40:59
933520,KRAMW019202206040751,0190407510000012149,540,2023-01-16 16:39:44
933515,KRAMW019202206040751,0190407510000012147,6251.5,2023-01-16 16:37:04
933513,KRAMW019202207043466,0190434660000012143,610.84,2023-01-16 16:35:10
933511,KRAMW019202207043466,0190434660000012142,1679.39,2023-01-16 16:34:09
933509,KRAMW019202207043466,0190434660000012141,3615.18,2023-01-16 16:33:13
933506,KRAMW019202206040751,0190407510000012142,4309.39,2023-01-16 16:30:02
933503,KRAMW019202207043466,0190434660000012138,5965.67,2023-01-16 16:28:56
933500,KRAMW019202206040751,0190407510000012139,4095.84,2023-01-16 16:27:34
933499,KRAMW019202207043466,0190434660000012136,1362.59,2023-01-16 16:26:25
933497,KRAMW019202207043466,0190434660000012135,1598.39,2023-01-16 16:25:19
933496,KRAMW019202206040751,0190407510000012136,2581.34,2023-01-16 16:23:54
933494,KRAMW019202206040751,0190407510000012134,5104.75,2023-01-16 16:22:07
933490,KRAMW019202206040751,0190407510000012132,2642.99,2023-01-16 16:17:14
933489,KRAMW019202206040751,0190407510000012131,58120.33,2023-01-16 16:16:14
933485,KRAMW019202206040751,0190407510000012126,41245.28,2023-01-16 16:11:15
933479,KRAMW019202206040751,0190407510000012123,3338.99,2023-01-16 16:05:35
933475,KRAMW019202206040751,0190407510000012121,505.79,2023-01-16 16:04:26
933474,KRAMW019202207043466,0190434660000012124,3588.95,2023-01-16 16:03:28
933470,KRAMW019202207043466,0190434660000012122,19465.86,2023-01-16 16:01:37
933469,KRAMW019202206040751,0190407510000012118,1603.03,2023-01-16 15:59:37
933464,KRAMW019202207043466,0190434660000012119,7622.15,2023-01-16 15:58:32
933461,KRAMW019202206040751,0190407510000012114,1011.59,2023-01-16 15:51:26
933460,KRAMW019202207043466,0190434660000012116,16347.18,2023-01-16 15:50:09
933458,KRAMW019202206040751,0190407510000012112,5243.09,2023-01-16 15:48:53
933454,KRAMW019202206040751,0190407510000012110,160158.4,2023-01-16 15:47:16
933451,KRAMW019202207043466,0190434660000012110,7574.55,2023-01-16 15:45:23
933448,KRAMW019202206040751,0190407510000012107,14203.83,2023-01-16 15:42:19
933444,KRAMW019202206040751,0190407510000012105,505.79,2023-01-16 15:36:37
933441,KRAMW019202207043466,0190434660000012105,84412.38,2023-01-16 15:35:39
933440,KRAMW019202206040751,0190407510000012103,29959.7,2023-01-16 15:33:32
933437,KRAMW019202207043466,0190434660000012103,1350.01,2023-01-16 15:31:27
933434,KRAMW019202206040751,0190407510000012100,1812.04,2023-01-16 15:30:29
933430,KRAMW019202207043466,0190434660000012100,3662.58,2023-01-16 15:27:55
933428,KRAMW019202207043466,0190434660000012099,3221.98,2023-01-16 15:26:00
933427,KRAMW019202206040751,0190407510000012097,1701.89,2023-01-16 15:24:53
933426,KRAMW019202207043466,0190434660000012098,2835.18,2023-01-16 15:23:47
933423,KRAMW019202206040751,0190407510000012095,1150.84,2023-01-16 15:20:02
933421,KRAMW019202206040751,0190407510000012094,1598.39,2023-01-16 15:18:43
933419,KRAMW019202206040751,0190407510000012093,586.8,2023-01-16 15:14:09
933414,KRAMW019202206040751,0190407510000012091,1668.19,2023-01-16 15:11:59
933412,KRAMW019202207043466,0190434660000012091,2502.09,2023-01-16 15:10:11
933410,KRAMW019202207043466,0190434660000012090,1402.18,2023-01-16 15:08:44
933408,KRAMW019202207043466,0190434660000012089,3348.19,2023-01-16 15:05:48
933407,KRAMW019202206040751,0190407510000012087,6629.33,2023-01-16 15:04:29
933404,KRAMW019202207043466,0190434660000012087,2259.59,2023-01-16 15:01:47
933401,KRAMW019202206040751,0190407510000012084,2212.79,2023-01-16 14:59:28
933399,KRAMW019202206040751,0190407510000012083,24749.76,2023-01-16 14:58:21
933394,KRAMW019202207043466,0190434660000012082,8516.67,2023-01-16 14:53:29
933388,KRAMW019202206040751,0190407510000012077,9927,2023-01-16 14:45:44
933381,KRAMW019202206040751,0190407510000012071,2233.27,2023-01-16 14:35:32
933378,KRAMW019202207043466,0190434660000012070,2528.97,2023-01-16 14:30:48
933376,KRAMW019202207043466,0190434660000012069,23923.8,2023-01-16 14:29:58
933369,KRAMW019202206040751,0190407510000012060,540,2023-01-16 14:12:13
933367,KRAMW019202207043466,0190434660000012063,6625.05,2023-01-16 14:11:03
933366,KRAMW019202207043466,0190434660000012062,1551.59,2023-01-16 14:10:15
933365,KRAMW019202207043466,0190434660000012061,1656.63,2023-01-16 14:08:35
933361,KRAMW019202206040751,0190407510000012053,7127.51,2023-01-16 13:56:47
933358,KRAMW019202206040751,0190407510000012050,540,2023-01-16 13:52:12
933354,KRAMW019202207043466,0190434660000012053,1366.21,2023-01-16 13:49:50
933352,KRAMW019202207043466,0190434660000012052,1206.88,2023-01-16 13:49:10
933350,KRAMW019202207043466,0190434660000012051,270,2023-01-16 13:48:20
933348,KRAMW019202207043466,0190434660000012050,945.01,2023-01-16 13:47:40
933345,KRAMW019202206040751,0190407510000012042,2975.41,2023-01-16 13:44:39
933344,KRAMW019202207043466,0190434660000012048,3918.04,2023-01-16 13:43:49
933343,KRAMW019202206040751,0190407510000012041,2700.02,2023-01-16 13:41:43
933342,KRAMW019202206040751,0190407510000012040,4080.02,2023-01-16 13:40:57
933341,KRAMW019202206040751,0190407510000012039,34498.98,2023-01-16 13:40:16
933339,KRAMW019202206040751,0190407510000012038,9923.58,2023-01-16 13:39:35
933337,KRAMW019202206040751,0190407510000012034,8848,2023-01-16 13:38:22
933336,KRAMW019202206040751,0190407510000012033,12444.67,2023-01-16 13:37:27
933333,KRAMW019202206040751,0190407510000012031,1350.01,2023-01-16 13:36:40
933332,KRAMW019202207043466,0190434660000012044,2461.49,2023-01-16 13:35:53
933330,KRAMW019202206040751,0190407510000012029,11499.66,2023-01-16 13:35:12
933327,KRAMW019202207043466,0190434660000012041,7398.76,2023-01-16 13:34:05
933326,KRAMW019202207043466,0190434660000012038,4491.19,2023-01-16 13:31:19
933323,KRAMW019202206040751,0190407510000012025,2813.37,2023-01-16 13:23:48
933322,KRAMW019202207043466,0190434660000012037,1761.6,2023-01-16 13:30:40
932983,KRAMW019202206040751,0190407510000012023,3248.87,2023-01-14 13:21:41
933306,KRAMW019202206040751,0190407510000012015,6756.23,2023-01-16 12:22:02
933303,KRAMW019202207043466,0190434660000012016,4238.12,2023-01-16 12:21:04
933301,KRAMW019202207043466,0190434660000012015,505.79,2023-01-16 12:20:06
933299,KRAMW019202207043466,0190434660000012014,1890.01,2023-01-16 12:19:26
933298,KRAMW019202206040751,0190407510000012010,1092.59,2023-01-16 12:18:25
933296,KRAMW019202206040751,0190407510000012009,540,2023-01-16 12:17:07
933295,KRAMW019202207043466,0190434660000012012,969.3,2023-01-16 12:16:33
933293,KRAMW019202207043466,0190434660000012011,1011.59,2023-01-16 12:15:19
933288,KRAMW019202207043466,0190434660000012009,26256.04,2023-01-16 12:13:12
933286,KRAMW019202207043466,0190434660000012008,1676.15,2023-01-16 12:11:42
933282,KRAMW019202207043466,0190434660000012006,13277.88,2023-01-16 12:10:09
933276,KRAMW019202207043466,0190434660000012003,3318.56,2023-01-16 12:07:56
933272,KRAMW019202207043466,0190434660000012001,1011.59,2023-01-16 12:06:51
933269,KRAMW019202206040751,0190407510000011994,1450.8,2023-01-16 12:06:05
933268,KRAMW019202207043466,0190434660000011999,7612.99,2023-01-16 12:04:59
933266,KRAMW019202207043466,0190434660000011998,945.01,2023-01-16 12:03:41
933262,KRAMW019202207043466,0190434660000011996,1350.01,2023-01-16 12:01:16
933258,KRAMW019202207043466,0190434660000011994,11499.66,2023-01-16 11:59:45
933256,KRAMW019202207043466,0190434660000011993,15199.65,2023-01-16 11:59:14
933254,KRAMW019202207043466,0190434660000011992,23106.05,2023-01-16 11:58:32
933248,KRAMW019202206040751,0190407510000011983,3505.46,2023-01-16 11:54:21
933246,KRAMW019202206040751,0190407510000011982,4495.51,2023-01-16 11:52:53
933244,KRAMW019202206040751,0190407510000011981,810,2023-01-16 11:51:47
933242,KRAMW019202206040751,0190407510000011980,13000.12,2023-01-16 11:50:48
933238,KRAMW019202206040751,0190407510000011978,1494.88,2023-01-16 11:45:10
933236,KRAMW019202206040751,0190407510000011977,2671.19,2023-01-16 11:44:15
